"jahr","gemnr","pop"
"2011","70358",3756
"2012","70358",3788
"2013","70358",3778
"2014","70358",3793
"2015","70358",3843
"2016","70358",3883
"2017","70358",3937
"2018","70358",3979
"2019","70358",3999
"2020","70358",4058
"2021","70358",4112
"2022","70358",4178
"2023","70358",4300
"2024","70358",4369
"2025","70358",4365
"2002","70359",1190
"2003","70359",1197
"2004","70359",1186
"2005","70359",1246
"2006","70359",1260
"2007","70359",1256
"2008","70359",1250
"2009","70359",1258
"2010","70359",1268
"2011","70359",1269
"2012","70359",1274
"2013","70359",1243
"2014","70359",1242
"2015","70359",1247
"2016","70359",1268
"2017","70359",1274
"2018","70359",1277
"2019","70359",1308
"2020","70359",1323
"2021","70359",1345
"2022","70359",1336
"2023","70359",1372
"2024","70359",1384
"2025","70359",1391
"2002","70360",1345
"2003","70360",1358
"2004","70360",1364
"2005","70360",1377
"2006","70360",1408
"2007","70360",1424
"2008","70360",1422
"2009","70360",1432
"2010","70360",1410
"2011","70360",1392
"2012","70360",1411
"2013","70360",1423
"2014","70360",1441
"2015","70360",1485
"2016","70360",1494
"2017","70360",1531
"2018","70360",1550
"2019","70360",1568
"2020","70360",1642
"2021","70360",1693
"2022","70360",1689
"2023","70360",1696
"2024","70360",1732
"2025","70360",1739
"2002","70361",194
"2003","70361",190
"2004","70361",191
"2005","70361",183
"2006","70361",200
"2007","70361",202
"2008","70361",204
"2009","70361",203
"2010","70361",207
"2011","70361",198
"2012","70361",196
"2013","70361",192
"2014","70361",220
"2015","70361",215
"2016","70361",226
"2017","70361",220
"2018","70361",224
"2019","70361",223
"2020","70361",222
"2021","70361",230
"2022","70361",241
"2023","70361",238
"2024","70361",239
"2025","70361",246
"2002","70362",509
"2003","70362",514
"2004","70362",507
"2005","70362",540
"2006","70362",557
"2007","70362",556
"2008","70362",564
"2009","70362",564
"2010","70362",558
"2011","70362",550
"2012","70362",563
"2013","70362",549
"2014","70362",544
"2015","70362",538
"2016","70362",536
"2017","70362",537
"2018","70362",532
"2019","70362",541
"2020","70362",530
"2021","70362",527
"2022","70362",525
"2023","70362",525
"2024","70362",528
"2025","70362",531
"2002","70364",6637
"2003","70364",6692
"2004","70364",6762
"2005","70364",6695
"2006","70364",6613
"2007","70364",6515
"2008","70364",6569
"2009","70364",6568
"2010","70364",6551
"2011","70364",6531
"2012","70364",6496
"2013","70364",6570
"2014","70364",6595
"2015","70364",6631
"2016","70364",6692
"2017","70364",6730
"2018","70364",6738
"2019","70364",6844
"2020","70364",6938
"2021","70364",6963
"2022","70364",7038
"2023","70364",7186
"2024","70364",7275
"2025","70364",7339
"2002","70365",4138
"2003","70365",4120
"2004","70365",4227
"2005","70365",4301
"2006","70365",4262
"2007","70365",4260
"2008","70365",4276
"2009","70365",4279
"2010","70365",4307
"2011","70365",4328
"2012","70365",4325
"2013","70365",4384
"2014","70365",4361
"2015","70365",4415
"2016","70365",4426
"2017","70365",4437
"2018","70365",4464
"2019","70365",4443
"2020","70365",4451
"2021","70365",4497
"2022","70365",4547
"2023","70365",4530
"2024","70365",4585
"2025","70365",4624
"2002","70366",722
"2003","70366",711
"2004","70366",703
"2005","70366",708
"2006","70366",703
"2007","70366",712
"2008","70366",728
"2009","70366",737
"2010","70366",725
"2011","70366",721
"2012","70366",715
"2013","70366",724
"2014","70366",720
"2015","70366",728
"2016","70366",726
"2017","70366",736
"2018","70366",739
"2019","70366",741
"2020","70366",742
"2021","70366",776
"2022","70366",774
"2023","70366",778
"2024","70366",794
"2025","70366",793
"2002","70367",7319
"2003","70367",7348
"2004","70367",7449
"2005","70367",7497
"2006","70367",7602
"2007","70367",7651
"2008","70367",7665
"2009","70367",7665
"2010","70367",7594
"2011","70367",7614
"2012","70367",7677
"2013","70367",7639
"2014","70367",7659
"2015","70367",7702
"2016","70367",7880
"2017","70367",7870
"2018","70367",7881
"2019","70367",7938
"2020","70367",8010
"2021","70367",7984
"2022","70367",8103
"2023","70367",8173
"2024","70367",8113
"2025","70367",8138
"2002","70368",776
"2003","70368",771
"2004","70368",796
"2005","70368",785
"2006","70368",793
"2007","70368",823
"2008","70368",828
"2009","70368",827
"2010","70368",831
"2011","70368",864
"2012","70368",871
"2013","70368",888
"2014","70368",897
"2015","70368",909
"2016","70368",924
"2017","70368",928
"2018","70368",935
"2019","70368",942
"2020","70368",972
"2021","70368",982
"2022","70368",988
"2023","70368",996
"2024","70368",1010
"2025","70368",1017
"2002","70369",6204
"2003","70369",6346
"2004","70369",6532
"2005","70369",6790
"2006","70369",7081
"2007","70369",7229
"2008","70369",7310
"2009","70369",7372
"2010","70369",7510
"2011","70369",7623
"2012","70369",7747
"2013","70369",7802
"2014","70369",7858
"2015","70369",7933
"2016","70369",8025
"2017","70369",8134
"2018","70369",8162
"2019","70369",8146
"2020","70369",8110
"2021","70369",8197
"2022","70369",8142
"2023","70369",8224
"2024","70369",8324
"2025","70369",8250
"2002","70370",3615
"2003","70370",3621
"2004","70370",3617
"2005","70370",3578
"2006","70370",3534
"2007","70370",3530
"2008","70370",3522
"2009","70370",3490
"2010","70370",3473
"2011","70370",3463
"2012","70370",3487
"2013","70370",3434
"2014","70370",3431
"2015","70370",3521
"2016","70370",3523
"2017","70370",3542
"2018","70370",3557
"2019","70370",3562
"2020","70370",3590
"2021","70370",3595
"2022","70370",3576
"2023","70370",3545
"2024","70370",3556
"2025","70370",3561
"2002","70401",1219
"2003","70401",1203
"2004","70401",1231
"2005","70401",1234
"2006","70401",1199
"2007","70401",1175
"2008","70401",1155
"2009","70401",1151
"2010","70401",1174
"2011","70401",1163
"2012","70401",1135
"2013","70401",1119
"2014","70401",1104
"2015","70401",1100
"2016","70401",1092
"2017","70401",1125
"2018","70401",1130
"2019","70401",1130
"2020","70401",1116
"2021","70401",1132
"2022","70401",1140
"2023","70401",1135
"2024","70401",1143
"2025","70401",1129
"2002","70402",2570
"2003","70402",2572
"2004","70402",2596
"2005","70402",2596
"2006","70402",2594
"2007","70402",2602
"2008","70402",2602
"2009","70402",2589
"2010","70402",2630
"2011","70402",2666
"2012","70402",2663
"2013","70402",2646
"2014","70402",2619
"2015","70402",2639
"2016","70402",2615
"2017","70402",2627
"2018","70402",2639
"2019","70402",2639
"2020","70402",2639
"2021","70402",2636
"2022","70402",2638
"2023","70402",2681
"2024","70402",2701
"2025","70402",2698
"2002","70403",4234
"2003","70403",4252
"2004","70403",4263
"2005","70403",4281
"2006","70403",4288
"2007","70403",4288
"2008","70403",4292
"2009","70403",4304
"2010","70403",4295
"2011","70403",4297
"2012","70403",4377
"2013","70403",4347
"2014","70403",4336
"2015","70403",4312
"2016","70403",4384
"2017","70403",4249
"2018","70403",4287
"2019","70403",4321
"2020","70403",4333
"2021","70403",4407
"2022","70403",4525
"2023","70403",4581
"2024","70403",4591
"2025","70403",4551
"2002","70404",1740
"2003","70404",1763
"2004","70404",1747
"2005","70404",1765
"2006","70404",1768
"2007","70404",1799
"2008","70404",1841
"2009","70404",1868
"2010","70404",1865
"2011","70404",1852
"2012","70404",1871
"2013","70404",1876
"2014","70404",1909
"2015","70404",1897
"2016","70404",1869
"2017","70404",1884
"2018","70404",1849
"2019","70404",1843
"2020","70404",1884
"2021","70404",1919
"2022","70404",1950
"2023","70404",1946
"2024","70404",1972
"2025","70404",1980
"2002","70405",1090
"2003","70405",1103
"2004","70405",1095
"2005","70405",1109
"2006","70405",1128
"2007","70405",1145
"2008","70405",1147
"2009","70405",1120
"2010","70405",1124
"2011","70405",1123
"2012","70405",1139
"2013","70405",1147
"2014","70405",1149
"2015","70405",1152
"2016","70405",1148
"2017","70405",1182
"2018","70405",1196
"2019","70405",1213
"2020","70405",1243
"2021","70405",1275
"2022","70405",1276
"2023","70405",1296
"2024","70405",1322
"2025","70405",1326
"2002","70406",5255
"2003","70406",5278
"2004","70406",5293
"2005","70406",5364
"2006","70406",5407
"2007","70406",5398
"2008","70406",5461
"2009","70406",5540
"2010","70406",5538
"2011","70406",5537
"2012","70406",5548
"2013","70406",5560
"2014","70406",5581
"2015","70406",5599
"2016","70406",5656
"2017","70406",5647
"2018","70406",5677
"2019","70406",5620
"2020","70406",5630
"2021","70406",5650
"2022","70406",5674
"2023","70406",5755
"2024","70406",5793
"2025","70406",5847
"2002","70407",1055
"2003","70407",1061
"2004","70407",1077
"2005","70407",1080
"2006","70407",1111
"2007","70407",1145
"2008","70407",1140
"2009","70407",1149
"2010","70407",1144
"2011","70407",1178
"2012","70407",1174
"2013","70407",1162
"2014","70407",1152
"2015","70407",1160
"2016","70407",1161
"2017","70407",1171
"2018","70407",1150
"2019","70407",1157
"2020","70407",1177
"2021","70407",1173
"2022","70407",1194
"2023","70407",1183
"2024","70407",1178
"2025","70407",1176
"2002","70408",1535
"2003","70408",1516
"2004","70408",1536
"2005","70408",1498
"2006","70408",1545
"2007","70408",1555
"2008","70408",1577
"2009","70408",1570
"2010","70408",1584
"2011","70408",1567
"2012","70408",1597
"2013","70408",1548
"2014","70408",1554
"2015","70408",1545
"2016","70408",1550
"2017","70408",1561
"2018","70408",1577
"2019","70408",1562
"2020","70408",1519
"2021","70408",1558
"2022","70408",1533
"2023","70408",1516
"2024","70408",1542
"2025","70408",1517
"2002","70409",5014
"2003","70409",5018
"2004","70409",5042
"2005","70409",5125
"2006","70409",5144
"2007","70409",5152
"2008","70409",5132
"2009","70409",5188
"2010","70409",5141
"2011","70409",5134
"2012","70409",5105
"2013","70409",5077
"2014","70409",5131
"2015","70409",5132
"2016","70409",5170
"2017","70409",5160
"2018","70409",5245
"2019","70409",5256
"2020","70409",5230
"2021","70409",5258
"2022","70409",5361
"2023","70409",5304
"2024","70409",5320
"2025","70409",5206
"2002","70410",3480
"2003","70410",3523
"2004","70410",3556
"2005","70410",3586
"2006","70410",3609
"2007","70410",3649
"2008","70410",3671
"2009","70410",3672
"2010","70410",3734
"2011","70410",3767
"2012","70410",3845
"2013","70410",3809
"2014","70410",3870
"2015","70410",3891
"2016","70410",3891
"2017","70410",3963
"2018","70410",3936
"2019","70410",4008
"2020","70410",3975
"2021","70410",4024
"2022","70410",4109
"2023","70410",4077
"2024","70410",4174
"2025","70410",4184
"2002","70411",8529
"2003","70411",8499
"2004","70411",8424
"2005","70411",8470
"2006","70411",8473
"2007","70411",8412
"2008","70411",8328
"2009","70411",8263
"2010","70411",8155
"2011","70411",8168
"2012","70411",8089
"2013","70411",8168
"2014","70411",8211
"2015","70411",8241
"2016","70411",8330
"2017","70411",8341
"2018","70411",8272
"2019","70411",8216
"2020","70411",8225
"2021","70411",8239
"2022","70411",8212
"2023","70411",8289
"2024","70411",8279
"2025","70411",8281
"2002","70412",3959
"2003","70412",4050
"2004","70412",4109
"2005","70412",4171
"2006","70412",4198
"2007","70412",4205
"2008","70412",4204
"2009","70412",4188
"2010","70412",4154
"2011","70412",4180
"2012","70412",4185
"2013","70412",4191
"2014","70412",4208
"2015","70412",4196
"2016","70412",4259
"2017","70412",4278
"2018","70412",4346
"2019","70412",4365
"2020","70412",4426
"2021","70412",4456
"2022","70412",4455
"2023","70412",4529
"2024","70412",4580
"2025","70412",4602
"2002","70413",1937
"2003","70413",1928
"2004","70413",1954
"2005","70413",1963
"2006","70413",2000
"2007","70413",2020
"2008","70413",2016
"2009","70413",2004
"2010","70413",2011
"2011","70413",2016
"2012","70413",2016
"2013","70413",2035
"2014","70413",2057
"2015","70413",2103
"2016","70413",2117
"2017","70413",2194
"2018","70413",2194
"2019","70413",2245
"2020","70413",2290
"2021","70413",2334
"2022","70413",2329
"2023","70413",2407
"2024","70413",2396
"2025","70413",2378
"2002","70414",1624
"2003","70414",1641
"2004","70414",1645
"2005","70414",1649
"2006","70414",1663
"2007","70414",1669
"2008","70414",1671
"2009","70414",1656
"2010","70414",1647
"2011","70414",1622
"2012","70414",1665
"2013","70414",1657
"2014","70414",1669
"2015","70414",1681
"2016","70414",1676
"2017","70414",1649
"2018","70414",1662
"2019","70414",1661
"2020","70414",1674
"2021","70414",1692
"2022","70414",1725
"2023","70414",1736
"2024","70414",1730
"2025","70414",1761
"2002","70415",628
"2003","70415",641
"2004","70415",646
"2005","70415",668
"2006","70415",654
"2007","70415",660
"2008","70415",655
"2009","70415",698
"2010","70415",732
"2011","70415",727
"2012","70415",757
"2013","70415",757
"2014","70415",754
"2015","70415",771
"2016","70415",773
"2017","70415",772
"2018","70415",791
"2019","70415",783
"2020","70415",795
"2021","70415",799
"2022","70415",822
"2023","70415",824
"2024","70415",837
"2025","70415",837
"2002","70416",7982
"2003","70416",8038
"2004","70416",8184
"2005","70416",8314
"2006","70416",8439
"2007","70416",8510
"2008","70416",8569
"2009","70416",8662
"2010","70416",8705
"2011","70416",8752
"2012","70416",8724
"2013","70416",8782
"2014","70416",8889
"2015","70416",9046
"2016","70416",9226
"2017","70416",9425
"2018","70416",9428
"2019","70416",9477
"2020","70416",9547
"2021","70416",9663
"2022","70416",9750
"2023","70416",9885
"2024","70416",9875
"2025","70416",9891
"2002","70417",1452
"2003","70417",1442
"2004","70417",1457
"2005","70417",1481
"2006","70417",1502
"2007","70417",1493
"2008","70417",1536
"2009","70417",1577
"2010","70417",1559
"2011","70417",1589
"2012","70417",1605
"2013","70417",1617
"2014","70417",1702
"2015","70417",1724
"2016","70417",1757
"2017","70417",1786
"2018","70417",1819
"2019","70417",1833
"2020","70417",1874
"2021","70417",1872
"2022","70417",1908
"2023","70417",1969
"2024","70417",1930
"2025","70417",1949
"2002","70418",756
"2003","70418",743
"2004","70418",757
"2005","70418",762
"2006","70418",762
"2007","70418",767
"2008","70418",762
"2009","70418",786
"2010","70418",794
"2011","70418",797
"2012","70418",790
"2013","70418",797
"2014","70418",790
"2015","70418",798
"2016","70418",836
"2017","70418",830
"2018","70418",823
"2019","70418",834
"2020","70418",857
"2021","70418",877
"2022","70418",906
"2023","70418",915
"2024","70418",916
"2025","70418",921
"2002","70419",1799
"2003","70419",1826
"2004","70419",1840
"2005","70419",1832
"2006","70419",1853
"2007","70419",1846
"2008","70419",1850
"2009","70419",1854
"2010","70419",1889
"2011","70419",1915
"2012","70419",1931
"2013","70419",1983
"2014","70419",1981
"2015","70419",1937
"2016","70419",1964
"2017","70419",1981
"2018","70419",2019
"2019","70419",2039
"2020","70419",2050
"2021","70419",2048
"2022","70419",2074
"2023","70419",2071
"2024","70419",2079
"2025","70419",2085
"2002","70420",3450
"2003","70420",3471
"2004","70420",3456
"2005","70420",3470
"2006","70420",3480
"2007","70420",3518
"2008","70420",3520
"2009","70420",3547
"2010","70420",3565
"2011","70420",3586
"2012","70420",3608
"2013","70420",3623
"2014","70420",3652
"2015","70420",3652
"2016","70420",3651
"2017","70420",3664
"2018","70420",3652
"2019","70420",3679
"2020","70420",3684
"2021","70420",3664
"2022","70420",3693
"2023","70420",3671
"2024","70420",3701
"2025","70420",3748
"2002","70501",2503
"2003","70501",2533
"2004","70501",2510
"2005","70501",2501
"2006","70501",2542
"2007","70501",2568
"2008","70501",2591
"2009","70501",2591
"2010","70501",2564
"2011","70501",2603
"2012","70501",2584
"2013","70501",2569
"2014","70501",2572
"2015","70501",2580
"2016","70501",2560
"2017","70501",2558
"2018","70501",2561
"2019","70501",2543
"2020","70501",2533
"2021","70501",2538
"2022","70501",2530
"2023","70501",2572
"2024","70501",2553
"2025","70501",2545
"2002","70502",875
"2003","70502",926
"2004","70502",941
"2005","70502",947
"2006","70502",947
"2007","70502",934
"2008","70502",935
"2009","70502",927
"2010","70502",900
"2011","70502",910
"2012","70502",946
"2013","70502",960
"2014","70502",985
"2015","70502",999
"2016","70502",1008
"2017","70502",1010
"2018","70502",1008
"2019","70502",986
"2020","70502",1006
"2021","70502",1031
"2022","70502",1015
"2023","70502",1023
"2024","70502",1017
"2025","70502",1013
"2002","70503",2286
"2003","70503",2327
"2004","70503",2320
"2005","70503",2343
"2006","70503",2378
"2007","70503",2356
"2008","70503",2376
"2009","70503",2466
"2010","70503",2505
"2011","70503",2549
"2012","70503",2569
"2013","70503",2562
"2014","70503",2585
"2015","70503",2606
"2016","70503",2616
"2017","70503",2749
"2018","70503",2777
"2019","70503",2774
"2020","70503",2846
"2021","70503",2882
"2022","70503",2911
"2023","70503",2970
"2024","70503",2987
"2025","70503",3008
"2002","70504",1527
"2003","70504",1526
"2004","70504",1510
"2005","70504",1521
"2006","70504",1520
"2007","70504",1538
"2008","70504",1539
"2009","70504",1546
"2010","70504",1554
"2011","70504",1548
"2012","70504",1542
"2013","70504",1551
"2014","70504",1527
"2015","70504",1519
"2016","70504",1504
"2017","70504",1506
"2018","70504",1523
"2019","70504",1520
"2020","70504",1526
"2021","70504",1531
"2022","70504",1551
"2023","70504",1564
"2024","70504",1519
"2025","70504",1513
"2002","70505",3153
"2003","70505",3187
"2004","70505",3193
"2005","70505",3233
"2006","70505",3218
"2007","70505",3208
"2008","70505",3205
"2009","70505",3204
"2010","70505",3234
"2011","70505",3280
"2012","70505",3315
"2013","70505",3330
"2014","70505",3352
"2015","70505",3347
"2016","70505",3405
"2017","70505",3452
"2018","70505",3475
"2019","70505",3497
"2020","70505",3455
"2021","70505",3517
"2022","70505",3515
"2023","70505",3515
"2024","70505",3564
"2025","70505",3563
"2002","70506",2769
"2003","70506",2787
"2004","70506",2803
"2005","70506",2811
"2006","70506",2803
"2007","70506",2798
"2008","70506",2786
"2009","70506",2849
"2010","70506",2834
"2011","70506",2782
"2012","70506",2805
"2013","70506",2838
"2014","70506",2854
"2015","70506",2870
"2016","70506",2899
"2017","70506",2954
"2018","70506",2970
"2019","70506",3023
"2020","70506",3012
"2021","70506",3043
"2022","70506",3044
"2023","70506",3059
"2024","70506",3124
"2025","70506",3120
"2002","70508",4935
"2003","70508",4977
"2004","70508",4964
"2005","70508",5012
"2006","70508",5008
"2007","70508",5072
"2008","70508",5081
"2009","70508",5098
"2010","70508",5163
"2011","70508",5161
"2012","70508",5234
"2013","70508",5299
"2014","70508",5340
"2015","70508",5407
"2016","70508",5481
"2017","70508",5542
"2018","70508",5601
"2019","70508",5628
"2020","70508",5645
"2021","70508",5716
"2022","70508",5772
"2023","70508",5874
"2024","70508",5929
"2025","70508",5966
"2002","70509",2551
"2003","70509",2575
"2004","70509",2636
"2005","70509",2651
"2006","70509",2635
"2007","70509",2608
"2008","70509",2608
"2009","70509",2602
"2010","70509",2644
"2011","70509",2633
"2012","70509",2647
"2013","70509",2675
"2014","70509",2702
"2015","70509",2708
"2016","70509",2746
"2017","70509",2799
"2018","70509",2828
"2019","70509",2834
"2020","70509",2848
"2021","70509",2866
"2022","70509",2885
"2023","70509",2896
"2024","70509",2951
"2025","70509",2954
"2002","70510",1399
"2003","70510",1394
"2004","70510",1402
"2005","70510",1443
"2006","70510",1422
"2007","70510",1423
"2008","70510",1443
"2009","70510",1464
"2010","70510",1457
"2011","70510",1453
"2012","70510",1446
"2013","70510",1458
"2014","70510",1452
"2015","70510",1477
"2016","70510",1498
"2017","70510",1526
"2018","70510",1540
"2019","70510",1574
"2020","70510",1559
"2021","70510",1553
"2022","70510",1569
"2023","70510",1604
"2024","70510",1629
"2025","70510",1623
"2002","70511",5118
"2003","70511",5174
"2004","70511",5151
"2005","70511",5186
"2006","70511",5217
"2007","70511",5270
"2008","70511",5238
"2009","70511",5287
"2010","70511",5238
"2011","70511",5284
"2012","70511",5355
"2013","70511",5359
"2014","70511",5494
"2015","70511",5537
"2016","70511",5630
"2017","70511",5737
"2018","70511",5855
"2019","70511",5873
"2020","70511",5858
"2021","70511",5871
"2022","70511",5940
"2023","70511",5983
"2024","70511",6009
"2025","70511",6029
"2002","70512",4394
"2003","70512",4418
"2004","70512",4473
"2005","70512",4512
"2006","70512",4517
"2007","70512",4544
"2008","70512",4536
"2009","70512",4549
"2010","70512",4527
"2011","70512",4532
"2012","70512",4604
"2013","70512",4605
"2014","70512",4689
"2015","70512",4698
"2016","70512",4772
"2017","70512",4805
"2018","70512",4891
"2019","70512",4968
"2020","70512",4985
"2021","70512",4971
"2022","70512",4983
"2023","70512",5041
"2024","70512",5020
"2025","70512",5088
"2002","70513",15469
"2003","70513",15633
"2004","70513",15760
"2005","70513",15935
"2006","70513",16252
"2007","70513",16387
"2008","70513",16687
"2009","70513",16963
"2010","70513",17158
"2011","70513",17355
"2012","70513",17497
"2013","70513",17891
"2014","70513",18215
"2015","70513",18410
"2016","70513",18727
"2017","70513",18973
"2018","70513",19223
"2019","70513",19461
"2020","70513",19527
"2021","70513",19512
"2022","70513",19625
"2023","70513",19930
"2024","70513",20169
"2025","70513",20212
"2002","70514",3733
"2003","70514",3750
"2004","70514",3874
"2005","70514",3919
"2006","70514",3922
"2007","70514",3939
"2008","70514",3941
"2009","70514",3939
"2010","70514",3948
"2011","70514",3963
"2012","70514",3959
"2013","70514",4034
"2014","70514",4093
"2015","70514",4165
"2016","70514",4201
"2017","70514",4300
"2018","70514",4464
"2019","70514",4635
"2020","70514",4725
"2021","70514",4762
"2022","70514",4861
"2023","70514",4891
"2024","70514",4953
"2025","70514",5001
"2002","70515",3597
"2003","70515",3554
"2004","70515",3554
"2005","70515",3540
"2006","70515",3544
"2007","70515",3573
"2008","70515",3595
"2009","70515",3673
"2010","70515",3705
"2011","70515",3677
"2012","70515",3706
"2013","70515",3784
"2014","70515",3820
"2015","70515",3861
"2016","70515",3910
"2017","70515",4011
"2018","70515",4108
"2019","70515",4180
"2020","70515",4179
"2021","70515",4159
"2022","70515",4203
"2023","70515",4241
"2024","70515",4260
"2025","70515",4332
"2002","70516",280
"2003","70516",281
"2004","70516",283
"2005","70516",294
"2006","70516",293
"2007","70516",285
"2008","70516",304
"2009","70516",305
"2010","70516",314
"2011","70516",326
"2012","70516",321
"2013","70516",328
"2014","70516",346
"2015","70516",350
"2016","70516",347
"2017","70516",352
"2018","70516",362
"2019","70516",399
"2020","70516",448
"2021","70516",458
"2022","70516",464
"2023","70516",452
"2024","70516",447
"2025","70516",463
"2002","70517",2718
"2003","70517",2772
"2004","70517",2816
"2005","70517",2844
"2006","70517",2877
"2007","70517",2936
"2008","70517",2946
"2009","70517",2969
"2010","70517",2968
"2011","70517",2988
"2012","70517",3040
"2013","70517",3123
"2014","70517",3165
"2015","70517",3240
"2016","70517",3288
"2017","70517",3328
"2018","70517",3317
"2019","70517",3350
"2020","70517",3398
"2021","70517",3459
"2022","70517",3512
"2023","70517",3559
"2024","70517",3604
"2025","70517",3600
"2002","70518",2446
"2003","70518",2475
"2004","70518",2502
"2005","70518",2509
"2006","70518",2528
"2007","70518",2539
"2008","70518",2545
"2009","70518",2554
"2010","70518",2606
"2011","70518",2610
"2012","70518",2614
"2013","70518",2660
"2014","70518",2661
"2015","70518",2649
"2016","70518",2655
"2017","70518",2699
"2018","70518",2736
"2019","70518",2762
"2020","70518",2826
"2021","70518",2820
"2022","70518",2836
"2023","70518",2881
"2024","70518",2880
"2025","70518",2912
"2002","70519",623
"2003","70519",644
"2004","70519",672
"2005","70519",669
"2006","70519",662
"2007","70519",664
"2008","70519",658
"2009","70519",659
"2010","70519",654
"2011","70519",661
"2012","70519",664
"2013","70519",677
"2014","70519",682
"2015","70519",691
"2016","70519",710
"2017","70519",701
"2018","70519",706
"2019","70519",725
"2020","70519",721
"2021","70519",720
"2022","70519",730
"2023","70519",735
"2024","70519",735
"2025","70519",726
"2002","70520",2093
"2003","70520",2149
"2004","70520",2129
"2005","70520",2142
"2006","70520",2187
"2007","70520",2231
"2008","70520",2268
"2009","70520",2260
"2010","70520",2260
"2011","70520",2266
"2012","70520",2288
"2013","70520",2279
"2014","70520",2322
"2015","70520",2393
"2016","70520",2387
"2017","70520",2452
"2018","70520",2495
"2019","70520",2514
"2020","70520",2576
"2021","70520",2551
"2022","70520",2564
"2023","70520",2564
"2024","70520",2576
"2025","70520",2542
"2002","70521",434
"2003","70521",431
"2004","70521",439
"2005","70521",435
"2006","70521",427
"2007","70521",424
"2008","70521",426
"2009","70521",398
"2010","70521",402
"2011","70521",405
"2012","70521",405
"2013","70521",422
"2014","70521",393
"2015","70521",410
"2016","70521",413
"2017","70521",405
"2018","70521",411
"2019","70521",408
"2020","70521",442
"2021","70521",448
"2022","70521",434
"2023","70521",459
"2024","70521",464
"2025","70521",462
"2002","70522",2653
"2003","70522",2655
"2004","70522",2647
"2005","70522",2657
"2006","70522",2672
"2007","70522",2683
"2008","70522",2729
"2009","70522",2705
"2010","70522",2680
"2011","70522",2663
"2012","70522",2673
"2013","70522",2699
"2014","70522",2709
"2015","70522",2736
"2016","70522",2701
"2017","70522",2772
"2018","70522",2722
"2019","70522",2731
"2020","70522",2758
"2021","70522",2769
"2022","70522",2794
"2023","70522",2797
"2024","70522",2845
"2025","70522",2867
"2002","70523",438
"2003","70523",424
"2004","70523",427
"2005","70523",436
"2006","70523",434
"2007","70523",432
"2008","70523",425
"2009","70523",435
"2010","70523",438
"2011","70523",457
"2012","70523",465
"2013","70523",464
"2014","70523",469
"2015","70523",475
"2016","70523",475
"2017","70523",500
"2018","70523",513
"2019","70523",527
"2020","70523",542
"2021","70523",559
"2022","70523",574
"2023","70523",573
"2024","70523",578
"2025","70523",565
"2002","70524",1219
"2003","70524",1272
"2004","70524",1329
"2005","70524",1337
"2006","70524",1336
"2007","70524",1336
"2008","70524",1315
"2009","70524",1313
"2010","70524",1318
"2011","70524",1319
"2012","70524",1318
"2013","70524",1355
"2014","70524",1356
"2015","70524",1361
"2016","70524",1371
"2017","70524",1403
"2018","70524",1449
"2019","70524",1463
"2020","70524",1475
"2021","70524",1504
"2022","70524",1570
"2023","70524",1585
"2024","70524",1552
"2025","70524",1542
"2002","70525",2220
"2003","70525",2239
"2004","70525",2263
"2005","70525",2280
"2006","70525",2291
"2007","70525",2285
"2008","70525",2283
"2009","70525",2290
"2010","70525",2286
"2011","70525",2269
"2012","70525",2305
"2013","70525",2305
"2014","70525",2332
"2015","70525",2334
"2016","70525",2422
"2017","70525",2496
"2018","70525",2515
"2019","70525",2520
"2020","70525",2548
"2021","70525",2562
"2022","70525",2569
"2023","70525",2593
"2024","70525",2650
"2025","70525",2643
"2002","70526",3411
"2003","70526",3476
"2004","70526",3442
"2005","70526",3561
"2006","70526",3554
"2007","70526",3641
"2008","70526",3570
"2009","70526",3488
"2010","70526",3523
"2011","70526",3515
"2012","70526",3543
"2013","70526",3534
"2014","70526",3535
"2015","70526",3562
"2016","70526",3597
"2017","70526",3641
"2018","70526",3631
"2019","70526",3688
"2020","70526",3657
"2021","70526",3722
"2022","70526",3720
"2023","70526",3740
"2024","70526",3767
"2025","70526",3781
"2002","70527",2706
"2003","70527",2712
"2004","70527",2752
"2005","70527",2758
"2006","70527",2766
"2007","70527",2821
"2008","70527",2832
"2009","70527",2818
"2010","70527",2823
"2011","70527",2814
"2012","70527",2848
"2013","70527",2797
"2014","70527",2844
"2015","70527",2872
"2016","70527",2887
"2017","70527",2989
"2018","70527",2990
"2019","70527",3012
"2020","70527",3033
"2021","70527",3097
"2022","70527",3122
"2023","70527",3162
"2024","70527",3182
"2025","70527",3176
"2002","70528",1669
"2003","70528",1674
"2004","70528",1668
"2005","70528",1694
"2006","70528",1689
"2007","70528",1709
"2008","70528",1744
"2009","70528",1742
"2010","70528",1736
"2011","70528",1737
"2012","70528",1764
"2013","70528",1785
"2014","70528",1825
"2015","70528",1856
"2016","70528",1879
"2017","70528",1877
"2018","70528",1890
"2019","70528",1896
"2020","70528",1892
"2021","70528",1925
"2022","70528",1937
"2023","70528",1933
"2024","70528",1981
"2025","70528",1968
"2002","70529",1745
"2003","70529",1753
"2004","70529",1765
"2005","70529",1787
"2006","70529",1771
"2007","70529",1763
"2008","70529",1780
"2009","70529",1792
"2010","70529",1794
"2011","70529",1817
"2012","70529",1793
"2013","70529",1787
"2014","70529",1814
"2015","70529",1852
"2016","70529",1868
"2017","70529",1901
