jahr;gemnr;n
2021;Wien 15.,Rudolfsheim-Fünfhaus <91501>;75921,5
2021;Wien 16.,Ottakring <91601>;101919,5
2021;Wien 17.,Hernals <91701>;56180,25
2021;Wien 18.,Währing <91801>;50940,5
2021;Wien 19.,Döbling <91901>;73872,25
2021;Wien 20.,Brigittenau <92001>;84685,375
2021;Wien 21.,Floridsdorf <92101>;176082,875
2021;Wien 22.,Donaustadt <92201>;200671,125
2021;Wien 23.,Liesing <92301>;113189,5
2022;Wien 1.,Innere Stadt <90101>;16270,25
2022;Wien 2.,Leopoldstadt <90201>;106468,625
2022;Wien 3.,Landstraße <90301>;95625,25
2022;Wien 4.,Wieden <90401>;33393,5
2022;Wien 5.,Margareten <90501>;54361,625
2022;Wien 6.,Mariahilf <90601>;31330,625
2022;Wien 7.,Neubau <90701>;31524,375
2022;Wien 8.,Josefstadt <90801>;24461,875
2022;Wien 9.,Alsergrund <90901>;41947,5
2022;Wien 10.,Favoriten <91001>;215735,5
2022;Wien 11.,Simmering <91101>;107708,25
2022;Wien 12.,Meidling <91201>;99205
2022;Wien 13.,Hietzing <91301>;55163,125
2022;Wien 14.,Penzing <91401>;95001,625
2022;Wien 15.,Rudolfsheim-Fünfhaus <91501>;75765,75
2022;Wien 16.,Ottakring <91601>;102162,5
2022;Wien 17.,Hernals <91701>;56163,375
2022;Wien 18.,Währing <91801>;51402,75
2022;Wien 19.,Döbling <91901>;75016,25
2022;Wien 20.,Brigittenau <92001>;85020,375
2022;Wien 21.,Floridsdorf <92101>;181564,75
2022;Wien 22.,Donaustadt <92201>;208514,375
2022;Wien 23.,Liesing <92301>;116839,75
2023;Wien 1.,Innere Stadt <90101>;16586
2023;Wien 2.,Leopoldstadt <90201>;109042,875
2023;Wien 3.,Landstraße <90301>;97719,5
2023;Wien 4.,Wieden <90401>;33385,5
2023;Wien 5.,Margareten <90501>;54793,75
2023;Wien 6.,Mariahilf <90601>;31382,875
2023;Wien 7.,Neubau <90701>;31597,5
2023;Wien 8.,Josefstadt <90801>;24448,375
2023;Wien 9.,Alsergrund <90901>;41894,375
2023;Wien 10.,Favoriten <91001>;219255,875
2023;Wien 11.,Simmering <91101>;109590,625
2023;Wien 12.,Meidling <91201>;101069,125
2023;Wien 13.,Hietzing <91301>;55507,875
2023;Wien 14.,Penzing <91401>;97562,125
2023;Wien 15.,Rudolfsheim-Fünfhaus <91501>;76178,5
2023;Wien 16.,Ottakring <91601>;102788
2023;Wien 17.,Hernals <91701>;56276
2023;Wien 18.,Währing <91801>;51438,25
2023;Wien 19.,Döbling <91901>;75431,625
2023;Wien 20.,Brigittenau <92001>;86228,5
2023;Wien 21.,Floridsdorf <92101>;185109,5
2023;Wien 22.,Donaustadt <92201>;216461
2023;Wien 23.,Liesing <92301>;119401,875
2024;Wien 1.,Innere Stadt <90101>;16404,625
2024;Wien 2.,Leopoldstadt <90201>;111193,625
2024;Wien 3.,Landstraße <90301>;98522,125
2024;Wien 4.,Wieden <90401>;33304,625
2024;Wien 5.,Margareten <90501>;54428,625
2024;Wien 6.,Mariahilf <90601>;31272,875
2024;Wien 7.,Neubau <90701>;31467,625
2024;Wien 8.,Josefstadt <90801>;24373,875
2024;Wien 9.,Alsergrund <90901>;41502,625
2024;Wien 10.,Favoriten <91001>;221554,25
2024;Wien 11.,Simmering <91101>;111339,5
2024;Wien 12.,Meidling <91201>;102144,125
2024;Wien 13.,Hietzing <91301>;55881,375
2024;Wien 14.,Penzing <91401>;98598,75
2024;Wien 15.,Rudolfsheim-Fünfhaus <91501>;76264,375
2024;Wien 16.,Ottakring <91601>;102825,875
2024;Wien 17.,Hernals <91701>;56786
2024;Wien 18.,Währing <91801>;51442,625
2024;Wien 19.,Döbling <91901>;75675,25
2024;Wien 20.,Brigittenau <92001>;87143,75
2024;Wien 21.,Floridsdorf <92101>;188038,75
2024;Wien 22.,Donaustadt <92201>;224263
2024;Wien 23.,Liesing <92301>;122886,125
